Date,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played
31-10-2018,MIN,UTA,19,31,0.613,4,7,0.571,8,11,0.727,0,4,4,6,1,1,6,4,50,34.2,10,Yes,W ,3,40,51
02-11-2018,MIN,GSW,1,1,1,1,1,1,0,0,,0,0,0,2,0,0,0,0,3,4.1,3,Yes,L ,-17,4,43
05-11-2018,MIN,LAC,8,20,0.4,1,3,0.333,4,4,1,1,2,3,4,0,0,2,2,21,11.5,-8,Yes,L ,-11,34,56
07-11-2018,MIN,LAL,11,17,0.647,7,9,0.778,2,2,1,1,2,3,5,0,0,4,1,31,23.9,11,Yes,L ,-4,36,32
09-11-2018,MIN,SAC,7,16,0.438,3,6,0.5,4,4,1,0,6,6,5,1,0,3,4,21,14.3,9,Yes,L ,-11,34,36
12-11-2018,MIN,BRK,8,18,0.444,3,5,0.6,4,4,1,0,2,2,6,1,1,3,0,23,17.1,3,Yes,W ,7,38,56
16-11-2018,MIN,POR,7,13,0.538,0,1,0,3,4,0.75,0,7,7,6,0,0,2,0,17,14.6,11,Yes,W ,16,33,57
18-11-2018,MIN,MEM,6,11,0.545,2,4,0.5,4,4,1,0,3,3,3,1,0,2,0,18,14.7,3,Yes,L ,-13,29,49
21-11-2018,MIN,DEN,6,11,0.545,2,6,0.333,6,6,1,2,2,4,4,1,0,1,0,20,19.5,-4,Yes,L ,-2,29,25
23-11-2018,MIN,BRK,11,17,0.647,2,2,1,1,1,1,0,2,2,3,0,0,2,2,25,17.4,-10,Yes,W ,10,29,27
24-11-2018,MIN,CHI,9,13,0.692,2,4,0.5,2,2,1,0,2,2,4,0,1,1,1,22,19.2,18,Yes,W ,15,31,8
26-11-2018,MIN,CLE,6,13,0.462,0,2,0,0,0,,0,1,1,4,0,1,0,0,12,9.1,5,Yes,W ,7,29,11
28-11-2018,MIN,SAS,6,8,0.75,4,5,0.8,0,0,,0,1,1,2,0,0,0,1,16,14.1,13,Yes,W ,39,17,56
01-12-2018,MIN,BOS,11,18,0.611,2,3,0.667,2,2,1,0,0,0,4,1,0,3,1,26,18.2,-13,Yes,L ,-9,29,25
03-12-2018,MIN,HOU,0,4,0,0,1,0,0,0,,0,3,3,5,0,0,1,1,0,0.2,13,Yes,W ,12,25,17
05-12-2018,MIN,CHO,8,15,0.533,0,2,0,0,2,0,1,0,1,3,0,0,1,0,16,9.7,9,Yes,W ,17,25,31
08-12-2018,MIN,POR,9,25,0.36,0,1,0,0,0,,2,1,3,9,3,1,2,4,18,12.2,-12,Yes,L ,-8,37,17
10-12-2018,MIN,GSW,8,18,0.444,2,3,0.667,3,3,1,1,2,3,4,2,2,3,0,21,16.1,0,Yes,L ,-8,34,3
12-12-2018,MIN,SAC,8,13,0.615,1,2,0.5,3,4,0.75,0,1,1,4,0,0,1,2,20,15,-8,Yes,L ,-11,22,6
15-12-2018,MIN,PHO,11,16,0.688,2,3,0.667,1,1,1,0,1,1,1,2,0,2,0,25,19.2,-2,Yes,L ,-8,32,46
17-12-2018,MIN,SAC,3,12,0.25,1,3,0.333,6,8,0.75,1,1,2,11,0,0,2,2,13,10.9,-3,Yes,W ,27,24,26
19-12-2018,MIN,DET,14,29,0.483,1,4,0.25,4,4,1,0,3,3,7,1,0,2,3,33,21.9,-13,Yes,L ,-6,38,13
21-12-2018,MIN,SAS,1,8,0.125,0,0,,2,2,1,0,2,2,1,0,1,1,0,4,-0.2,-7,Yes,L ,-26,15,53
26-12-2018,MIN,CHI,11,19,0.579,1,5,0.2,1,1,1,0,3,3,8,2,0,2,0,24,21.6,19,Yes,W ,25,38,11
28-12-2018,MIN,ATL,10,24,0.417,3,5,0.6,2,3,0.667,1,2,3,9,2,0,2,3,25,18.2,3,Yes,L ,-3,38,46
11-01-2019,MIN,DAL,8,16,0.5,3,5,0.6,2,2,1,0,3,3,5,0,1,2,0,21,16.1,1,Yes,L ,-4,27,30
15-01-2019,MIN,PHI,6,13,0.462,1,5,0.2,2,2,1,1,1,2,4,0,0,0,1,15,11.7,-24,Yes,L ,-42,21,35
18-01-2019,MIN,SAS,6,16,0.375,0,3,0,11,11,1,1,2,3,6,0,0,1,2,23,17.9,-4,Yes,L ,-3,26,41
20-01-2019,MIN,PHO,12,24,0.5,0,4,0,7,9,0.778,0,4,4,3,0,0,1,1,31,20.1,1,Yes,W ,2,37,36
22-01-2019,MIN,PHO,3,9,0.333,0,3,0,0,0,,1,0,1,5,1,0,1,0,6,5.1,17,Yes,W ,27,23,14
24-01-2019,MIN,LAL,3,7,0.429,0,1,0,0,0,,1,2,3,3,0,0,2,0,6,3.7,-2,Yes,W ,15,12,11
02-02-2019,MIN,DEN,4,10,0.4,0,2,0,0,0,,0,2,2,5,1,0,1,0,8,6.7,-2,Yes,L ,-1,20,25
11-02-2019,MIN,LAC,9,18,0.5,0,2,0,4,5,0.8,0,1,1,6,1,1,1,0,22,17.8,2,Yes,W ,10,24,35
13-02-2019,MIN,HOU,5,13,0.385,0,1,0,2,2,1,1,2,3,4,0,0,2,1,12,6.6,7,Yes,W ,10,22,45
22-02-2019,MIN,NYK,6,14,0.429,0,2,0,8,8,1,1,1,2,3,3,0,3,2,20,14.9,2,Yes,W ,11,23,22
23-02-2019,MIN,MIL,10,15,0.667,0,2,0,3,3,1,0,2,2,4,0,0,2,0,23,17.9,15,Yes,L ,-12,23,11
25-02-2019,MIN,SAC,8,17,0.471,1,3,0.333,3,5,0.6,1,4,5,1,0,0,4,1,20,8.7,-6,Yes,W ,7,24,56
27-02-2019,MIN,ATL,7,17,0.412,0,0,,4,5,0.8,1,5,6,6,0,0,0,2,18,14.1,8,Yes,L ,-8,26,31
28-02-2019,MIN,IND,5,10,0.5,0,2,0,0,0,,0,1,1,0,0,1,0,1,10,5.6,-13,Yes,L ,-7,23,32
03-03-2019,MIN,WAS,8,17,0.471,0,1,0,2,2,1,1,1,2,3,0,0,1,1,18,11,-7,Yes,L ,-14,24,19
05-03-2019,MIN,OKC,8,14,0.571,0,1,0,3,3,1,1,3,4,2,0,0,1,2,19,13.6,-4,Yes,W ,11,19,47
06-03-2019,MIN,DET,4,9,0.444,0,1,0,0,0,,0,1,1,2,0,0,0,2,8,4.2,-12,Yes,L ,-17,19,23
09-03-2019,MIN,WAS,13,23,0.565,0,2,0,3,4,0.75,1,2,3,3,1,0,2,1,29,19.7,10,Yes,W ,5,30,24
10-03-2019,MIN,NYK,2,5,0.4,0,0,,0,0,,1,0,1,1,1,0,1,0,4,2.7,1,Yes,W ,11,7,58
23-10-2019,DET,IND,6,11,0.545,0,0,,6,7,0.857,1,2,3,9,0,0,4,1,18,15.5,5,Yes,W ,9,26,35
24-10-2019,DET,ATL,11,16,0.688,0,1,0,5,5,1,0,1,1,3,0,0,3,1,27,19.2,-8,Yes,L ,-17,25,16
26-10-2019,DET,PHI,14,21,0.667,1,1,1,2,2,1,0,3,3,3,3,2,6,2,31,22.5,-3,Yes,L ,-6,26,44
28-10-2019,DET,IND,4,16,0.25,0,0,,2,2,1,1,0,1,6,0,0,4,2,10,0.5,-1,Yes,W ,2,26,4
30-10-2019,DET,TOR,7,12,0.583,0,2,0,2,2,1,0,0,0,10,0,0,2,0,16,15.4,1,Yes,L ,-12,20,32
01-11-2019,DET,CHI,8,13,0.615,0,0,,7,9,0.778,0,1,1,7,3,1,4,2,23,20.4,6,Yes,L ,-6,24,40
11-11-2019,DET,MIN,3,13,0.231,0,2,0,0,0,,1,2,3,5,2,1,0,0,6,5.6,1,Yes,L ,-6,19,54
15-11-2019,DET,CHO,6,7,0.857,2,2,1,2,2,1,0,2,2,3,0,0,6,2,16,9.4,-3,Yes,L ,-3,26,2
20-11-2019,DET,CHI,5,11,0.455,0,2,0,8,9,0.889,1,2,3,2,1,0,3,2,18,11.8,5,Yes,L ,-20,24,26
22-11-2019,DET,ATL,4,6,0.667,3,4,0.75,0,0,,0,1,1,2,1,1,1,0,11,10.8,22,Yes,W ,25,17,38
23-11-2019,DET,MIL,8,17,0.471,2,5,0.4,2,2,1,0,3,3,6,1,0,3,1,20,14,5,Yes,L ,-14,26,11
25-11-2019,DET,ORL,1,11,0.091,0,4,0,0,0,,1,1,2,6,0,1,1,3,2,-1.6,6,Yes,W ,15,20,0
27-11-2019,DET,CHO,6,15,0.4,1,4,0.25,0,0,,1,0,1,8,0,0,1,1,13,9.8,4,Yes,L ,-1,25,15
29-11-2019,DET,CHO,8,12,0.667,3,4,0.75,4,6,0.667,0,2,2,4,0,0,1,1,23,19,-3,Yes,L ,-3,21,52
01-12-2019,DET,SAS,3,8,0.375,1,3,0.333,3,3,1,0,0,0,10,2,1,3,0,10,12.3,16,Yes,W ,34,18,53
03-12-2019,DET,CLE,6,12,0.5,0,2,0,0,1,0,0,2,2,9,0,0,0,2,12,11.7,23,Yes,W ,33,21,45
04-12-2019,DET,MIL,6,15,0.4,0,3,0,2,2,1,0,2,2,5,1,0,1,0,14,10,-8,Yes,L ,-24,25,19
06-12-2019,DET,IND,7,17,0.412,0,1,0,0,0,,2,4,6,5,1,0,2,0,14,10,-3,Yes,W ,7,25,43
09-12-2019,DET,NOP,9,17,0.529,1,3,0.333,2,2,1,1,1,2,7,0,0,2,1,21,16.2,2,Yes,W ,2,28,22
12-12-2019,DET,DAL,7,16,0.438,5,10,0.5,0,0,,0,0,0,4,2,0,3,0,19,12.4,-17,Yes,L ,-11,25,46
14-12-2019,DET,HOU,10,21,0.476,0,4,0,0,0,,2,2,4,12,0,0,2,2,20,16.9,-6,Yes,W ,8,26,57
16-12-2019,DET,WAS,8,17,0.471,2,5,0.4,4,4,1,2,4,6,8,1,0,3,1,22,19.1,-13,Yes,L ,-14,28,33
18-12-2019,DET,TOR,8,17,0.471,0,4,0,0,1,0,0,4,4,5,0,1,1,0,16,11.3,-9,Yes,L ,-13,28,22
20-12-2019,DET,BOS,6,12,0.5,0,1,0,2,2,1,0,0,0,4,0,0,3,0,14,7.8,-26,Yes,L ,-21,23,34
23-12-2019,DET,PHI,7,14,0.5,0,4,0,2,2,1,0,3,3,7,2,1,2,0,16,15.5,-3,Yes,L ,-16,25,17
26-12-2019,DET,WAS,6,11,0.545,3,6,0.5,0,0,,2,0,2,6,1,0,2,1,15,13.9,9,Yes,W ,30,21,5
28-12-2019,DET,SAS,10,17,0.588,2,4,0.5,2,2,1,0,3,3,4,4,0,4,0,24,19.8,-11,Yes,L ,-27,27,19
30-12-2019,DET,UTA,8,17,0.471,1,2,0.5,3,6,0.5,0,0,0,4,1,1,2,1,20,12.2,1,Yes,L ,-23,26,16
02-01-2020,DET,LAC,5,15,0.333,0,2,0,4,4,1,0,2,2,6,0,0,1,1,14,8.9,-6,Yes,L ,-14,27,0
04-01-2020,DET,GSW,10,16,0.625,1,4,0.25,1,1,1,0,2,2,2,1,0,4,1,22,13.4,4,Yes,W ,7,28,13
05-01-2020,DET,LAL,8,19,0.421,2,3,0.667,10,10,1,1,2,3,5,1,1,2,3,28,21.2,-3,Yes,L ,-7,28,53
07-01-2020,DET,CLE,9,21,0.429,2,5,0.4,4,4,1,0,3,3,7,1,0,4,2,24,14.9,5,Yes,W ,2,30,32
09-01-2020,DET,CLE,13,24,0.542,0,2,0,1,1,1,4,3,7,5,0,0,6,3,27,15.4,1,Yes,L ,-3,35,42
11-01-2020,DET,CHI,7,11,0.636,2,3,0.667,4,4,1,0,2,2,7,0,0,4,1,20,16.2,-1,Yes,L ,-9,29,0
13-01-2020,DET,NOP,10,23,0.435,0,3,0,3,4,0.75,0,4,4,8,0,1,3,1,23,14.6,2,Yes,L ,-7,36,31
15-01-2020,DET,BOS,11,13,0.846,0,2,0,0,0,,0,2,2,6,0,1,3,0,22,19.8,12,Yes,W ,13,28,44
18-01-2020,DET,ATL,12,17,0.706,1,3,0.333,2,2,1,0,2,2,9,1,0,1,1,27,26.4,24,Yes,W ,33,26,19
20-01-2020,DET,WAS,8,21,0.381,1,5,0.2,4,6,0.667,0,4,4,2,2,0,2,1,21,10.9,-6,Yes,L ,-6,34,17
22-01-2020,DET,SAC,8,17,0.471,0,1,0,6,7,0.857,0,6,6,11,0,0,1,4,22,19.8,0,Yes,W ,21,30,7
24-01-2020,DET,MEM,10,21,0.476,0,2,0,2,3,0.667,2,1,3,8,1,0,3,1,22,15.8,-18,Yes,L ,-13,33,10
25-01-2020,DET,BRK,10,22,0.455,2,4,0.5,5,5,1,1,3,4,6,2,0,1,1,27,22,-10,Yes,L ,-10,36,59
29-01-2020,DET,BRK,9,15,0.6,1,2,0.5,3,3,1,0,6,6,5,0,0,2,0,22,18.4,-10,Yes,L ,-10,30,47
31-01-2020,DET,TOR,9,16,0.563,2,5,0.4,1,1,1,0,0,0,3,0,0,1,0,21,14.5,-12,Yes,L ,-13,29,50
02-02-2020,DET,DEN,1,3,0.333,0,1,0,0,2,0,1,0,1,2,0,0,1,0,2,0.6,-4,Yes,W ,5,12,52
12-02-2020,DET,ORL,1,13,0.077,0,4,0,0,0,,0,0,0,4,1,1,3,0,2,-5.2,-16,Yes,L ,-4,17,2
20-02-2020,DET,MIL,6,15,0.4,0,3,0,0,0,,0,0,0,4,0,1,2,0,12,5.4,-12,Yes,L ,-20,23,7
23-02-2020,DET,POR,6,16,0.375,1,4,0.25,2,2,1,0,2,2,3,0,0,5,0,15,3.9,-19,Yes,L ,-3,27,40
25-02-2020,DET,DEN,6,14,0.429,1,3,0.333,7,7,1,1,1,2,5,2,0,4,2,20,14.3,-12,Yes,L ,-17,27,1
28-02-2020,DET,PHO,15,24,0.625,1,2,0.5,0,0,,2,1,3,4,2,1,3,0,31,24.4,-6,Yes,W ,2,30,8
01-03-2020,DET,SAC,3,5,0.6,1,1,1,2,2,1,0,3,3,2,0,0,1,1,9,7.6,11,Yes,L ,-6,9,23
23-12-2020,DET,MIN,7,13,0.538,1,3,0.333,0,2,0,0,1,1,6,2,1,1,1,15,13.7,-7,Yes,L ,-10,26,48
26-12-2020,DET,CLE,4,15,0.267,1,2,0.5,4,6,0.667,1,3,4,4,0,0,6,1,13,1.3,-3,Yes,L ,-9,33,7
29-12-2020,DET,GSW,6,18,0.333,1,4,0.25,2,2,1,1,1,2,7,2,0,2,4,15,9.1,8,Yes,L ,-10,26,26
01-01-2021,DET,BOS,7,12,0.583,0,3,0,3,4,0.75,0,5,5,4,2,0,4,2,17,12.5,4,Yes,W ,3,24,11
03-01-2021,DET,BOS,4,12,0.333,1,3,0.333,4,4,1,1,0,1,8,0,1,4,0,13,9.2,6,Yes,L ,-2,23,29
04-01-2021,DET,MIL,9,18,0.5,2,4,0.5,4,4,1,0,2,2,8,1,0,0,1,24,21.8,4,Yes,L ,-10,24,38
06-01-2021,DET,MIL,3,7,0.429,0,1,0,4,4,1,0,1,1,1,0,0,0,1,10,6.9,-6,Yes,L ,-15,11,3
08-01-2021,DET,PHO,1,7,0.143,0,1,0,2,2,1,0,0,0,5,1,1,2,1,4,2.3,-13,Yes,W ,5,19,25
16-01-2021,DET,MIA,8,12,0.667,3,5,0.6,4,5,0.8,0,1,1,4,4,0,1,2,23,22.7,2,Yes,W ,20,21,18
18-01-2021,DET,MIA,6,11,0.545,1,4,0.25,8,9,0.889,0,3,3,4,2,0,3,1,21,17.6,-6,Yes,L ,-6,26,34
20-01-2021,DET,ATL,7,15,0.467,0,1,0,0,0,,0,1,1,1,1,1,1,2,14,7.2,-14,Yes,L ,-8,28,30
22-01-2021,DET,HOU,3,11,0.273,1,2,0.5,2,2,1,1,4,5,3,0,0,1,1,9,5.1,-11,Yes,L ,-1,19,33
27-01-2021,DET,CLE,5,10,0.5,2,3,0.667,1,2,0.5,0,0,0,3,0,0,2,0,13,7.7,-28,Yes,L ,-15,19,7
28-01-2021,DET,LAL,6,12,0.5,0,2,0,2,2,1,0,1,1,3,2,0,2,0,14,10.4,-6,Yes,W ,15,20,21
30-01-2021,DET,GSW,3,11,0.273,0,1,0,2,2,1,2,0,2,2,1,0,0,0,8,5.3,-1,Yes,L ,-27,17,3
09-02-2021,NYK,MIA,5,9,0.556,2,3,0.667,2,2,1,0,1,1,3,1,1,2,0,14,11.8,6,Yes,L ,-2,20,20
12-02-2021,NYK,WAS,7,11,0.636,0,1,0,0,0,,0,3,3,6,4,0,2,0,14,16.2,18,Yes,W ,18,19,58
13-02-2021,NYK,HOU,5,11,0.455,1,3,0.333,5,7,0.714,0,1,1,3,0,0,1,0,16,10.9,18,Yes,W ,22,22,32
15-02-2021,NYK,ATL,3,9,0.333,0,1,0,2,2,1,0,3,3,3,0,2,2,4,8,3.7,8,Yes,W ,11,23,37
17-02-2021,NYK,ORL,1,10,0.1,0,1,0,2,2,1,1,5,6,2,0,0,1,0,4,0,-15,Yes,L ,-18,16,33
21-02-2021,NYK,MIN,1,8,0.125,0,1,0,2,2,1,0,1,1,2,1,0,1,1,4,0.1,-12,Yes,W ,4,18,44
23-02-2021,NYK,GSW,6,15,0.4,2,4,0.5,2,2,1,0,4,4,8,1,1,1,1,16,15,12,Yes,L ,-8,27,10
25-02-2021,NYK,SAC,7,11,0.636,2,2,1,2,2,1,0,3,3,6,0,0,3,2,18,14.4,4,Yes,W ,19,27,35
27-02-2021,NYK,IND,6,11,0.545,1,3,0.333,4,4,1,0,1,1,11,4,0,4,2,17,18.9,11,Yes,W ,3,37,42
28-02-2021,NYK,DET,6,14,0.429,2,3,0.667,0,1,0,0,3,3,5,0,2,2,2,14,9.2,17,Yes,W ,19,32,9
27-03-2021,NYK,MIL,6,15,0.4,1,5,0.2,0,0,,0,1,1,1,2,1,1,1,13,7.2,7,Yes,W ,6,29,6
29-03-2021,NYK,MIA,6,13,0.462,3,5,0.6,1,2,0.5,0,2,2,2,0,1,1,1,16,10.2,-2,Yes,L ,-10,26,19
02-04-2021,NYK,DAL,1,10,0.1,0,2,0,0,0,,3,2,5,4,0,0,0,0,2,0.9,3,Yes,L ,-13,25,24
03-04-2021,NYK,DET,3,6,0.5,0,3,0,1,2,0.5,0,2,2,2,2,0,0,0,7,7.6,18,Yes,W ,44,20,34
05-04-2021,NYK,BRK,6,14,0.429,2,4,0.5,2,3,0.667,0,1,1,3,1,0,0,1,16,11.2,-8,Yes,L ,-2,25,25
07-04-2021,NYK,BOS,4,10,0.4,1,1,1,2,2,1,0,0,0,3,0,0,0,0,11,7.7,6,Yes,L ,-2,26,33
09-04-2021,NYK,MEM,8,17,0.471,0,4,0,3,3,1,2,2,4,3,1,2,2,1,19,14.4,2,Yes,W ,4,26,17
11-04-2021,NYK,TOR,4,10,0.4,0,1,0,3,3,1,0,1,1,2,0,0,3,2,11,3.5,-7,Yes,W ,6,23,17
12-04-2021,NYK,LAL,5,9,0.556,0,0,,4,4,1,1,2,3,2,0,1,1,1,14,11.7,-10,Yes,W ,15,19,50
14-04-2021,NYK,NOP,5,14,0.357,1,4,0.25,0,0,,1,3,4,4,2,1,0,0,11,10.3,14,Yes,W ,10,28,4
16-04-2021,NYK,DAL,7,13,0.538,1,2,0.5,0,0,,0,1,1,5,1,0,0,1,15,13.1,14,Yes,W ,8,24,45
18-04-2021,NYK,NOP,9,17,0.529,2,4,0.5,3,4,0.75,0,3,3,5,1,1,2,1,23,18,22,Yes,W ,10,35,13
20-04-2021,NYK,CHO,8,12,0.667,1,4,0.25,0,0,,0,1,1,5,0,0,0,1,17,15.2,2,Yes,W ,12,25,15
21-04-2021,NYK,ATL,8,12,0.667,1,1,1,3,4,0.75,0,4,4,3,1,0,2,6,20,14.3,14,Yes,W ,10,30,17
24-04-2021,NYK,TOR,7,10,0.7,0,1,0,5,6,0.833,0,4,4,7,2,0,1,2,19,20.7,26,Yes,W ,17,33,16
26-04-2021,NYK,PHO,10,18,0.556,0,1,0,2,2,1,1,5,6,6,0,0,2,2,22,17,-14,Yes,L ,-8,33,13
28-04-2021,NYK,CHI,2,11,0.182,0,1,0,2,2,1,0,1,1,6,1,1,0,0,6,5.3,4,Yes,W ,19,25,0
02-05-2021,NYK,HOU,8,11,0.727,4,5,0.8,4,4,1,1,5,6,4,1,0,1,0,24,24.5,35,Yes,W ,25,31,1
03-05-2021,NYK,MEM,11,15,0.733,3,5,0.6,0,0,,0,2,2,2,1,0,1,1,25,20.5,16,Yes,W ,14,26,37
05-05-2021,NYK,DEN,6,10,0.6,2,3,0.667,0,0,,0,2,2,3,0,0,2,2,14,9.3,-10,Yes,L ,-16,26,48
07-05-2021,NYK,PHO,7,14,0.5,1,3,0.333,2,2,1,0,4,4,6,0,0,1,1,17,14,0,Yes,L ,-23,29,6
09-05-2021,NYK,LAC,11,17,0.647,2,3,0.667,1,1,1,0,6,6,8,1,0,4,1,25,21.5,7,Yes,W ,6,32,26
11-05-2021,NYK,LAL,10,22,0.455,1,4,0.25,6,6,1,1,5,6,6,3,1,3,0,27,22.7,6,Yes,L ,-2,38,50
15-05-2021,NYK,CHO,6,9,0.667,1,2,0.5,2,2,1,1,0,1,3,0,0,2,1,15,11.5,-8,Yes,W ,9,25,4
16-05-2021,NYK,BOS,3,9,0.333,0,0,,1,1,1,2,3,5,2,0,0,1,1,7,4.2,0,Yes,W ,4,23,19
20-10-2021,NYK,BOS,3,11,0.273,1,3,0.333,2,2,1,0,4,4,5,2,1,2,0,9,7.9,7,Yes,W ,4,22,28
22-10-2021,NYK,ORL,4,8,0.5,4,6,0.667,0,0,,0,0,0,7,0,0,0,1,12,12.5,34,Yes,W ,25,23,34
24-10-2021,NYK,ORL,9,16,0.563,5,8,0.625,0,1,0,3,2,5,3,2,0,2,0,23,19.8,8,Yes,L ,-6,28,38
26-10-2021,NYK,PHI,4,7,0.571,1,2,0.5,4,4,1,2,1,3,1,1,1,2,1,13,11.4,10,Yes,W ,13,19,50
28-10-2021,NYK,CHI,5,10,0.5,1,3,0.333,1,1,1,0,4,4,1,0,0,2,1,12,6.5,1,Yes,W ,1,18,35
30-10-2021,NYK,NOP,2,6,0.333,1,2,0.5,0,0,,0,1,1,1,0,0,1,0,5,1.6,-1,Yes,W ,6,15,25
01-11-2021,NYK,TOR,2,8,0.25,0,2,0,0,0,,0,1,1,1,1,0,2,1,4,-1.2,7,Yes,L ,-9,19,36
03-11-2021,NYK,IND,5,11,0.455,0,1,0,3,3,1,1,1,2,3,1,1,2,1,13,9.7,-2,Yes,L ,-13,19,47
05-11-2021,NYK,MIL,10,18,0.556,2,6,0.333,1,1,1,2,6,8,4,2,0,0,0,23,22.4,31,Yes,W ,15,30,25
07-11-2021,NYK,CLE,8,14,0.571,1,2,0.5,0,0,,0,1,1,5,1,0,0,0,17,15.2,-20,Yes,L ,-17,28,58
08-11-2021,NYK,PHI,2,8,0.25,0,2,0,2,2,1,1,3,4,2,1,0,3,0,6,2.2,10,Yes,W ,7,20,44
10-11-2021,NYK,MIL,8,15,0.533,6,8,0.75,0,0,,1,2,3,7,3,1,0,0,22,24.6,10,Yes,L ,-12,29,47
12-11-2021,NYK,CHO,3,6,0.5,1,3,0.333,1,1,1,0,1,1,2,0,0,1,0,8,5.7,15,Yes,L ,-8,17,24
15-11-2021,NYK,IND,7,14,0.5,0,4,0,0,0,,1,4,5,7,0,0,1,0,14,12.8,21,Yes,W ,8,24,33
17-11-2021,NYK,ORL,4,9,0.444,2,6,0.333,0,0,,0,2,2,1,1,2,5,0,10,4,-11,Yes,L ,-6,19,1
20-11-2021,NYK,HOU,2,8,0.25,0,2,0,0,0,,0,1,1,4,1,2,1,1,4,3.3,-5,Yes,W ,7,20,56
21-11-2021,NYK,CHI,3,11,0.273,1,2,0.5,2,2,1,1,1,2,3,1,3,0,4,9,7.1,-2,Yes,L ,-6,30,2
30-11-2021,NYK,BRK,6,13,0.462,2,6,0.333,2,2,1,1,4,5,9,0,0,0,3,16,16.3,11,Yes,L ,-2,34,41
02-12-2021,NYK,CHI,4,6,0.667,0,1,0,8,8,1,0,2,2,6,0,1,3,0,16,15.9,-14,Yes,L ,-4,26,19
04-12-2021,NYK,DEN,5,10,0.5,1,5,0.2,0,0,,2,2,4,4,0,0,4,0,11,6.8,-2,Yes,L ,-14,23,50
07-12-2021,NYK,SAS,4,11,0.364,2,2,1,2,2,1,1,1,2,2,1,0,1,0,12,8.3,8,Yes,W ,12,21,40
08-12-2021,NYK,IND,4,10,0.4,0,2,0,0,0,,2,3,5,7,0,0,0,0,8,9.8,-9,Yes,L ,-20,23,37
10-12-2021,NYK,TOR,5,13,0.385,1,3,0.333,0,0,,2,4,6,4,0,0,3,0,11,6.3,8,Yes,L ,-3,33,1
12-12-2021,NYK,MIL,8,16,0.5,2,6,0.333,0,0,,0,2,2,7,3,0,2,0,18,16.5,-7,Yes,L ,-15,36,31
14-12-2021,NYK,GSW,5,13,0.385,3,4,0.75,2,2,1,0,4,4,6,1,0,2,2,15,11.5,-10,Yes,L ,-9,34,17
16-12-2021,NYK,HOU,0,2,0,0,1,0,0,0,,1,0,1,1,0,0,0,0,0,0,-6,Yes,W ,13,12,11
