,Date,Tm,Opp,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Game Played,Match Result,Points,Minutes Played,Seconds Played
0,2018-10-17,MIN,SAS,0,3,12,.250,0,2,.000,2,2,1.000,3,1,4,2,0,0,1,2,8,2.8,-1,Yes,L ,-4,30,31
1,2018-10-19,MIN,CLE,0,3,6,.500,0,1,.000,6,6,1.000,1,3,4,8,0,0,0,2,12,15.4,+20,Yes,W ,+8,23,23
2,2018-10-20,MIN,DAL,0,11,21,.524,2,5,.400,4,6,.667,2,3,5,5,2,1,3,3,28,21.2,-10,Yes,L ,-4,32,23
3,2018-10-22,MIN,IND,0,4,12,.333,0,4,.000,3,3,1.000,0,2,2,5,1,0,1,0,11,8.3,+3,Yes,W ,+10,26,54
4,2018-10-24,MIN,TOR,0,7,16,.438,2,3,.667,0,0,,1,2,3,5,0,0,2,1,16,10.0,-8,Yes,L ,-7,29,43
5,2018-10-26,MIN,MIL,0,5,13,.385,1,3,.333,3,5,.600,0,3,3,2,2,0,0,1,14,10.0,-10,Yes,L ,-30,26,43
6,2018-10-29,MIN,LAL,0,4,16,.250,0,1,.000,3,5,.600,4,3,7,7,0,0,2,0,11,7.2,+2,Yes,W ,+4,29,17
7,2018-10-31,MIN,UTA,1,19,31,.613,4,7,.571,8,11,.727,0,4,4,6,1,1,6,4,50,34.2,+10,Yes,W ,+3,40,51
8,2018-11-02,MIN,GSW,0,1,1,1.000,1,1,1.000,0,0,,0,0,0,2,0,0,0,0,3,4.1,+3,Yes,L ,-17,4,43
9,2018-11-04,MIN,POR,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-30,00,00
10,2018-11-05,MIN,LAC,1,8,20,.400,1,3,.333,4,4,1.000,1,2,3,4,0,0,2,2,21,11.5,-8,Yes,L ,-11,34,56
11,2018-11-07,MIN,LAL,1,11,17,.647,7,9,.778,2,2,1.000,1,2,3,5,0,0,4,1,31,23.9,+11,Yes,L ,-4,36,32
12,2018-11-09,MIN,SAC,1,7,16,.438,3,6,.500,4,4,1.000,0,6,6,5,1,0,3,4,21,14.3,+9,Yes,L ,-11,34,36
13,2018-11-12,MIN,BRK,1,8,18,.444,3,5,.600,4,4,1.000,0,2,2,6,1,1,3,0,23,17.1,+3,Yes,W ,+7,38,56
14,2018-11-14,MIN,NOP,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+7,00,00
15,2018-11-16,MIN,POR,0,7,13,.538,0,1,.000,3,4,.750,0,7,7,6,0,0,2,0,17,14.6,+11,Yes,W ,+16,33,57
16,2018-11-18,MIN,MEM,0,6,11,.545,2,4,.500,4,4,1.000,0,3,3,3,1,0,2,0,18,14.7,+3,Yes,L ,-13,29,49
17,2018-11-21,MIN,DEN,0,6,11,.545,2,6,.333,6,6,1.000,2,2,4,4,1,0,1,0,20,19.5,-4,Yes,L ,-2,29,25
18,2018-11-23,MIN,BRK,0,11,17,.647,2,2,1.000,1,1,1.000,0,2,2,3,0,0,2,2,25,17.4,-10,Yes,W ,+10,29,27
19,2018-11-24,MIN,CHI,0,9,13,.692,2,4,.500,2,2,1.000,0,2,2,4,0,1,1,1,22,19.2,+18,Yes,W ,+15,31,08
21,2018-11-26,MIN,CLE,0,6,13,.462,0,2,.000,0,0,,0,1,1,4,0,1,0,0,12,9.1,+5,Yes,W ,+7,29,11
22,2018-11-28,MIN,SAS,0,6,8,.750,4,5,.800,0,0,,0,1,1,2,0,0,0,1,16,14.1,+13,Yes,W ,+39,17,56
23,2018-12-01,MIN,BOS,0,11,18,.611,2,3,.667,2,2,1.000,0,0,0,4,1,0,3,1,26,18.2,-13,Yes,L ,-9,29,25
24,2018-12-03,MIN,HOU,0,0,4,.000,0,1,.000,0,0,,0,3,3,5,0,0,1,1,0,0.2,+13,Yes,W ,+12,25,17
25,2018-12-05,MIN,CHO,0,8,15,.533,0,2,.000,0,2,.000,1,0,1,3,0,0,1,0,16,9.7,+9,Yes,W ,+17,25,31
26,2018-12-08,MIN,POR,1,9,25,.360,0,1,.000,0,0,,2,1,3,9,3,1,2,4,18,12.2,-12,Yes,L ,-8,37,17
27,2018-12-10,MIN,GSW,0,8,18,.444,2,3,.667,3,3,1.000,1,2,3,4,2,2,3,0,21,16.1,0,Yes,L ,-8,34,03
28,2018-12-12,MIN,SAC,0,8,13,.615,1,2,.500,3,4,.750,0,1,1,4,0,0,1,2,20,15.0,-8,Yes,L ,-11,22,06
29,2018-12-15,MIN,PHO,0,11,16,.688,2,3,.667,1,1,1.000,0,1,1,1,2,0,2,0,25,19.2,-2,Yes,L ,-8,32,46
30,2018-12-17,MIN,SAC,1,3,12,.250,1,3,.333,6,8,.750,1,1,2,11,0,0,2,2,13,10.9,-3,Yes,W ,+27,24,26
31,2018-12-19,MIN,DET,1,14,29,.483,1,4,.250,4,4,1.000,0,3,3,7,1,0,2,3,33,21.9,-13,Yes,L ,-6,38,13
32,2018-12-21,MIN,SAS,1,1,8,.125,0,0,,2,2,1.000,0,2,2,1,0,1,1,0,4,-0.2,-7,Yes,L ,-26,15,53
33,2018-12-23,MIN,OKC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+2,00,00
34,2018-12-26,MIN,CHI,1,11,19,.579,1,5,.200,1,1,1.000,0,3,3,8,2,0,2,0,24,21.6,+19,Yes,W ,+25,38,11
35,2018-12-28,MIN,ATL,1,10,24,.417,3,5,.600,2,3,.667,1,2,3,9,2,0,2,3,25,18.2,+3,Yes,L ,-3,38,46
36,2018-12-30,MIN,MIA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+9,00,00
37,2018-12-31,MIN,NOP,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-9,00,00
38,2019-01-02,MIN,BOS,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-13,00,00
39,2019-01-04,MIN,ORL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+17,00,00
40,2019-01-06,MIN,LAL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+22,00,00
42,2019-01-08,MIN,OKC,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,W ,+2,00,00
43,2019-01-11,MIN,DAL,0,8,16,.500,3,5,.600,2,2,1.000,0,3,3,5,0,1,2,0,21,16.1,+1,Yes,L ,-4,27,30
44,2019-01-12,MIN,NOP,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+4,00,00
45,2019-01-15,MIN,PHI,0,6,13,.462,1,5,.200,2,2,1.000,1,1,2,4,0,0,0,1,15,11.7,-24,Yes,L ,-42,21,35
46,2019-01-18,MIN,SAS,0,6,16,.375,0,3,.000,11,11,1.000,1,2,3,6,0,0,1,2,23,17.9,-4,Yes,L ,-3,26,41
47,2019-01-20,MIN,PHO,0,12,24,.500,0,4,.000,7,9,.778,0,4,4,3,0,0,1,1,31,20.1,+1,Yes,W ,+2,37,36
48,2019-01-22,MIN,PHO,1,3,9,.333,0,3,.000,0,0,,1,0,1,5,1,0,1,0,6,5.1,+17,Yes,W ,+27,23,14
49,2019-01-24,MIN,LAL,1,3,7,.429,0,1,.000,0,0,,1,2,3,3,0,0,2,0,6,3.7,-2,Yes,W ,+15,12,11
50,2019-01-25,MIN,UTA,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-4,00,00
51,2019-01-27,MIN,UTA,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,No,L ,-14,00,00
52,2019-01-30,MIN,MEM,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,No,W ,+2,00,00
53,2019-02-02,MIN,DEN,0,4,10,.400,0,2,.000,0,0,,0,2,2,5,1,0,1,0,8,6.7,-2,Yes,L ,-1,20,25
54,2019-02-05,MIN,MEM,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-2,00,00
55,2019-02-07,MIN,ORL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-10,00,00
56,2019-02-08,MIN,NOP,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-5,00,00
57,2019-02-11,MIN,LAC,0,9,18,.500,0,2,.000,4,5,.800,0,1,1,6,1,1,1,0,22,17.8,+2,Yes,W ,+10,24,35
58,2019-02-13,MIN,HOU,0,5,13,.385,0,1,.000,2,2,1.000,1,2,3,4,0,0,2,1,12,6.6,+7,Yes,W ,+10,22,45
59,2019-02-22,MIN,NYK,0,6,14,.429,0,2,.000,8,8,1.000,1,1,2,3,3,0,3,2,20,14.9,+2,Yes,W ,+11,23,22
60,2019-02-23,MIN,MIL,0,10,15,.667,0,2,.000,3,3,1.000,0,2,2,4,0,0,2,0,23,17.9,+15,Yes,L ,-12,23,11
61,2019-02-25,MIN,SAC,0,8,17,.471,1,3,.333,3,5,.600,1,4,5,1,0,0,4,1,20,8.7,-6,Yes,W ,+7,24,56
63,2019-02-27,MIN,ATL,0,7,17,.412,0,0,,4,5,.800,1,5,6,6,0,0,0,2,18,14.1,+8,Yes,L ,-8,26,31
64,2019-02-28,MIN,IND,0,5,10,.500,0,2,.000,0,0,,0,1,1,0,0,1,0,1,10,5.6,-13,Yes,L ,-7,23,32
65,2019-03-03,MIN,WAS,0,8,17,.471,0,1,.000,2,2,1.000,1,1,2,3,0,0,1,1,18,11.0,-7,Yes,L ,-14,24,19
66,2019-03-05,MIN,OKC,0,8,14,.571,0,1,.000,3,3,1.000,1,3,4,2,0,0,1,2,19,13.6,-4,Yes,W ,+11,19,47
67,2019-03-06,MIN,DET,0,4,9,.444,0,1,.000,0,0,,0,1,1,2,0,0,0,2,8,4.2,-12,Yes,L ,-17,19,23
68,2019-03-09,MIN,WAS,0,13,23,.565,0,2,.000,3,4,.750,1,2,3,3,1,0,2,1,29,19.7,+10,Yes,W ,+5,30,24
69,2019-03-10,MIN,NYK,0,2,5,.400,0,0,,0,0,,1,0,1,1,1,0,1,0,4,2.7,+1,Yes,W ,+11,7,58
70,2019-03-12,MIN,DEN,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-26,00,00
71,2019-03-14,MIN,UTA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-20,00,00
72,2019-03-17,MIN,HOU,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,No,L ,-15,00,00
73,2019-03-19,MIN,GSW,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-10,00,00
74,2019-03-21,MIN,CHO,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-7,00,00
75,2019-03-23,MIN,MEM,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+13,00,00
76,2019-03-26,MIN,LAC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-11,00,00
77,2019-03-29,MIN,GSW,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+1,00,00
78,2019-03-30,MIN,PHI,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-9,00,00
79,2019-04-01,MIN,POR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-10,00,00
80,2019-04-03,MIN,DAL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+2,00,00
81,2019-04-05,MIN,MIA,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,W ,+2,00,00
82,2019-04-07,MIN,OKC,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-6,00,00
84,2019-04-09,MIN,TOR,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-20,00,00
85,2019-04-10,MIN,DEN,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,No,L ,-4,00,00
